order_id,order_date,ship_mode,segment,region,product_id,category,sub_category,sales,quantity,discount,profit,year,month,day,dayofweek,weekofyear,unit_price
CA-2016-162943,2016-07-24,Second Class,Corporate,East,FUR-CH-10001708,Furniture,Chairs,253.764,2,0.1,31.0156,2016,7,24,6,29,126.882
CA-2016-126158,2016-07-25,Standard Class,Consumer,West,FUR-FU-10000073,Furniture,Furnishings,69.3,9,0.0,22.869,2016,7,25,0,30,7.699999999999999
CA-2016-126158,2016-07-25,Standard Class,Consumer,West,FUR-CH-10002602,Furniture,Chairs,241.568,2,0.2,18.1176,2016,7,25,0,30,120.784
CA-2016-104157,2016-07-25,Standard Class,Consumer,South,FUR-TA-10004915,Furniture,Tables,2430.08,8,0.0,388.8128,2016,7,25,0,30,303.76
CA-2016-126158,2016-07-25,Standard Class,Consumer,West,FUR-FU-10004864,Furniture,Furnishings,255.76,4,0.0,81.8432,2016,7,25,0,30,63.94
US-2016-115441,2016-07-25,Second Class,Corporate,Central,FUR-CH-10004626,Furniture,Chairs,403.56,4,0.0,96.8544,2016,7,25,0,30,100.89
US-2016-115441,2016-07-25,Second Class,Corporate,Central,FUR-FU-10001756,Furniture,Furnishings,95.2,5,0.0,27.608,2016,7,25,0,30,19.04
US-2016-105452,2016-07-28,Standard Class,Home Office,Central,FUR-FU-10003806,Furniture,Furnishings,302.72,5,0.6,-378.4,2016,7,28,3,30,60.544000000000004
US-2016-105452,2016-07-28,Standard Class,Home Office,Central,FUR-FU-10003691,Furniture,Furnishings,24.7,5,0.6,-9.88,2016,7,28,3,30,4.9399999999999995
CA-2016-107783,2016-07-28,First Class,Consumer,East,FUR-BO-10004409,Furniture,Bookcases,177.45,5,0.5,-78.078,2016,7,28,3,30,35.489999999999995
CA-2016-133550,2016-07-31,Standard Class,Consumer,Central,FUR-FU-10002918,Furniture,Furnishings,272.94,3,0.0,30.0234,2016,7,31,6,30,90.98
CA-2016-144148,2016-07-31,Standard Class,Corporate,West,FUR-TA-10002774,Furniture,Tables,863.128,7,0.2,-32.3673,2016,7,31,6,30,123.304
CA-2016-132990,2016-08-01,Second Class,Consumer,East,FUR-FU-10004864,Furniture,Furnishings,19.312,2,0.2,3.1382,2016,8,1,0,31,9.656
CA-2016-156265,2016-08-02,Second Class,Corporate,West,FUR-TA-10001691,Furniture,Tables,136.464,2,0.2,15.3522,2016,8,2,1,31,68.232
CA-2016-110254,2016-08-04,Standard Class,Home Office,South,FUR-FU-10001591,Furniture,Furnishings,109.8,9,0.0,46.116,2016,8,4,3,31,12.2
CA-2016-107328,2016-08-08,Standard Class,Home Office,West,FUR-TA-10001932,Furniture,Tables,513.024,2,0.2,12.8256,2016,8,8,0,32,256.512
CA-2016-143910,2016-08-12,Standard Class,Home Office,East,FUR-CH-10000225,Furniture,Chairs,145.764,2,0.1,-8.098,2016,8,12,4,32,72.882
CA-2016-105459,2016-08-12,Second Class,Consumer,East,FUR-TA-10001095,Furniture,Tables,209.148,2,0.4,-66.2302,2016,8,12,4,32,104.574
CA-2016-118073,2016-08-12,Standard Class,Corporate,South,FUR-TA-10002533,Furniture,Tables,562.2925,7,0.45,-255.5875,2016,8,12,4,32,80.3275
CA-2016-156251,2016-08-13,Second Class,Corporate,Central,FUR-BO-10001337,Furniture,Bookcases,241.96,2,0.0,24.196,2016,8,13,5,32,120.98
CA-2016-154690,2016-08-15,Second Class,Consumer,South,FUR-CH-10000988,Furniture,Chairs,225.296,2,0.2,22.5296,2016,8,15,0,33,112.648
CA-2016-167241,2016-08-15,Standard Class,Consumer,West,FUR-FU-10004071,Furniture,Furnishings,312.03,3,0.0,43.6842,2016,8,15,0,33,104.00999999999999
CA-2016-148096,2016-08-16,First Class,Corporate,West,FUR-TA-10004152,Furniture,Tables,161.28,2,0.2,12.096,2016,8,16,1,33,80.64
CA-2016-128916,2016-08-18,Second Class,Home Office,Central,FUR-FU-10001940,Furniture,Furnishings,9.552,3,0.6,-3.8208,2016,8,18,3,33,3.1839999999999997
CA-2016-128916,2016-08-18,Second Class,Home Office,Central,FUR-FU-10000320,Furniture,Furnishings,5.344,4,0.6,-2.1376,2016,8,18,3,33,1.336
CA-2016-122581,2016-08-21,Standard Class,Consumer,East,FUR-CH-10002961,Furniture,Chairs,573.174,7,0.1,63.686,2016,8,21,6,33,81.88199999999999
US-2016-126452,2016-08-21,Standard Class,Corporate,West,FUR-TA-10003569,Furniture,Tables,2887.056,9,0.2,180.441,2016,8,21,6,33,320.784
US-2016-146066,2016-08-21,Second Class,Home Office,East,FUR-TA-10002530,Furniture,Tables,815.292,9,0.4,-339.705,2016,8,21,6,33,90.58800000000001
US-2016-141880,2016-08-22,First Class,Home Office,West,FUR-FU-10001979,Furniture,Furnishings,98.328,3,0.2,9.8328,2016,8,22,0,34,32.776
CA-2016-150350,2016-08-23,Standard Class,Consumer,West,FUR-CH-10001973,Furniture,Chairs,532.704,6,0.2,-39.9528,2016,8,23,1,34,88.78399999999999
US-2016-160528,2016-08-23,Standard Class,Home Office,Central,FUR-FU-10004973,Furniture,Furnishings,22.608,3,0.6,-10.1736,2016,8,23,1,34,7.5360000000000005
CA-2016-163174,2016-08-26,Standard Class,Consumer,South,FUR-FU-10000308,Furniture,Furnishings,186.54,3,0.0,41.0388,2016,8,26,4,34,62.18
CA-2016-114601,2016-08-26,Standard Class,Consumer,Central,FUR-TA-10004147,Furniture,Tables,447.84,4,0.0,98.5248,2016,8,26,4,34,111.96
CA-2016-128594,2016-08-26,First Class,Corporate,West,FUR-CH-10001215,Furniture,Chairs,1603.136,4,0.2,100.196,2016,8,26,4,34,400.784
CA-2016-152289,2016-08-26,First Class,Corporate,Central,FUR-CH-10002126,Furniture,Chairs,1024.716,6,0.3,-29.2776,2016,8,26,4,34,170.78599999999997
CA-2016-145982,2016-08-27,Second Class,Consumer,East,FUR-TA-10001307,Furniture,Tables,244.615,1,0.3,20.967,2016,8,27,5,34,244.615
CA-2016-145303,2016-08-28,First Class,Consumer,Central,FUR-BO-10003159,Furniture,Bookcases,156.3728,2,0.32,-52.8908,2016,8,28,6,34,78.1864
CA-2016-159912,2016-08-29,Standard Class,Corporate,East,FUR-TA-10004152,Furniture,Tables,241.92,4,0.4,-56.448,2016,8,29,0,35,60.48
CA-2016-159912,2016-08-29,Standard Class,Corporate,East,FUR-BO-10002853,Furniture,Bookcases,163.88,4,0.5,-81.94,2016,8,29,0,35,40.97
US-2016-141544,2016-08-30,First Class,Consumer,East,FUR-CH-10003312,Furniture,Chairs,786.744,4,0.3,-258.5016,2016,8,30,1,35,196.686
CA-2016-165995,2016-08-30,Standard Class,Consumer,West,FUR-FU-10000672,Furniture,Furnishings,47.04,4,0.0,15.9936,2016,8,30,1,35,11.76
CA-2016-151561,2016-09-01,Standard Class,Consumer,East,FUR-FU-10004864,Furniture,Furnishings,191.82,3,0.0,61.3824,2016,9,1,3,35,63.94
CA-2016-130407,2016-09-02,Standard Class,Consumer,East,FUR-FU-10001967,Furniture,Furnishings,39.98,2,0.0,9.995,2016,9,2,4,35,19.99
CA-2016-126732,2016-09-02,Standard Class,Consumer,West,FUR-TA-10001539,Furniture,Tables,568.728,3,0.2,28.4364,2016,9,2,4,35,189.576
CA-2016-126732,2016-09-02,Standard Class,Consumer,West,FUR-FU-10001889,Furniture,Furnishings,94.68,9,0.0,31.2444,2016,9,2,4,35,10.520000000000001
CA-2016-129847,2016-09-02,First Class,Home Office,Central,FUR-FU-10000277,Furniture,Furnishings,84.272,2,0.6,-75.8448,2016,9,2,4,35,42.136
CA-2016-106278,2016-09-02,Second Class,Consumer,West,FUR-CH-10003061,Furniture,Chairs,215.976,3,0.2,-2.6997,2016,9,2,4,35,71.992
CA-2016-106950,2016-09-02,Standard Class,Consumer,South,FUR-TA-10001768,Furniture,Tables,472.518,3,0.4,-149.6307,2016,9,2,4,35,157.506
US-2016-100566,2016-09-03,Standard Class,Home Office,Central,FUR-FU-10003394,Furniture,Furnishings,83.952,3,0.6,-90.2484,2016,9,3,5,35,27.983999999999998
US-2016-147711,2016-09-03,Second Class,Consumer,East,FUR-FU-10002364,Furniture,Furnishings,14.76,2,0.0,4.2804,2016,9,3,5,35,7.38
US-2016-104815,2016-09-03,Standard Class,Consumer,Central,FUR-BO-10003894,Furniture,Bookcases,198.744,4,0.3,0.0,2016,9,3,5,35,49.686
US-2016-147711,2016-09-03,Second Class,Consumer,East,FUR-BO-10003159,Furniture,Bookcases,344.94,3,0.0,31.0446,2016,9,3,5,35,114.98
CA-2016-123120,2016-09-04,Standard Class,Consumer,East,FUR-FU-10004748,Furniture,Furnishings,63.94,1,0.0,24.9366,2016,9,4,6,35,63.94
CA-2016-129630,2016-09-04,Same Day,Consumer,West,FUR-FU-10000260,Furniture,Furnishings,24.27,3,0.0,8.7372,2016,9,4,6,35,8.09
CA-2016-131205,2016-09-04,Standard Class,Consumer,South,FUR-FU-10003347,Furniture,Furnishings,42.6,3,0.0,16.614,2016,9,4,6,35,14.200000000000001
CA-2016-158778,2016-09-05,Standard Class,Consumer,East,FUR-FU-10000260,Furniture,Furnishings,58.248,9,0.2,11.6496,2016,9,5,0,36,6.4719999999999995
CA-2016-158778,2016-09-05,Standard Class,Consumer,East,FUR-CH-10000309,Furniture,Chairs,887.271,3,0.3,-63.3765,2016,9,5,0,36,295.757
CA-2016-115756,2016-09-05,Second Class,Consumer,Central,FUR-CH-10002372,Furniture,Chairs,242.94,3,0.0,29.1528,2016,9,5,0,36,80.98
CA-2016-136595,2016-09-05,First Class,Corporate,Central,FUR-FU-10004671,Furniture,Furnishings,21.204,3,0.6,-11.6622,2016,9,5,0,36,7.0680000000000005
US-2016-121013,2016-09-05,Standard Class,Consumer,South,FUR-TA-10003238,Furniture,Tables,1652.94,3,0.0,314.0586,2016,9,5,0,36,550.98
CA-2016-115756,2016-09-05,Second Class,Consumer,Central,FUR-FU-10000246,Furniture,Furnishings,12.22,1,0.0,3.666,2016,9,5,0,36,12.22
CA-2016-162383,2016-09-05,Standard Class,Consumer,East,FUR-CH-10004477,Furniture,Chairs,85.246,2,0.3,-1.2178,2016,9,5,0,36,42.623
CA-2016-110366,2016-09-05,Second Class,Corporate,East,FUR-FU-10004848,Furniture,Furnishings,82.8,2,0.2,10.35,2016,9,5,0,36,41.4
CA-2016-158778,2016-09-05,Standard Class,Consumer,East,FUR-CH-10001146,Furniture,Chairs,71.246,2,0.3,-19.3382,2016,9,5,0,36,35.623
US-2016-148110,2016-09-05,Standard Class,Corporate,Central,FUR-CH-10002647,Furniture,Chairs,347.802,7,0.3,-24.843,2016,9,5,0,36,49.686
CA-2016-102981,2016-09-06,Second Class,Consumer,East,FUR-BO-10001811,Furniture,Bookcases,722.352,3,0.2,90.294,2016,9,6,1,36,240.784
CA-2016-110009,2016-09-08,Standard Class,Consumer,West,FUR-FU-10003039,Furniture,Furnishings,43.13,1,0.0,14.6642,2016,9,8,3,36,43.13
CA-2016-153101,2016-09-08,Same Day,Consumer,West,FUR-TA-10003008,Furniture,Tables,146.04,1,0.2,-12.7785,2016,9,8,3,36,146.04
US-2016-115455,2016-09-08,Standard Class,Consumer,Central,FUR-FU-10004671,Furniture,Furnishings,14.136,2,0.6,-7.7748,2016,9,8,3,36,7.068
US-2016-114174,2016-09-08,Standard Class,Home Office,East,FUR-BO-10003450,Furniture,Bookcases,173.94,3,0.0,13.9152,2016,9,8,3,36,57.98
CA-2016-108987,2016-09-08,Second Class,Consumer,Central,FUR-BO-10004834,Furniture,Bookcases,2396.2656,4,0.32,-317.1528,2016,9,8,3,36,599.0664
US-2016-115455,2016-09-08,Standard Class,Consumer,Central,FUR-TA-10003569,Furniture,Tables,601.47,3,0.5,-300.735,2016,9,8,3,36,200.49
CA-2016-137176,2016-09-09,Second Class,Home Office,Central,FUR-FU-10003832,Furniture,Furnishings,15.008,4,0.6,-12.0064,2016,9,9,4,36,3.752
CA-2016-146206,2016-09-10,Second Class,Consumer,Central,FUR-TA-10004086,Furniture,Tables,300.93,5,0.3,-34.392,2016,9,10,5,36,60.186
CA-2016-142902,2016-09-12,Second Class,Corporate,West,FUR-CH-10004086,Furniture,Chairs,466.768,2,0.2,52.5114,2016,9,12,0,37,233.384
CA-2016-123946,2016-09-12,Standard Class,Corporate,South,FUR-CH-10002073,Furniture,Chairs,1059.12,4,0.0,307.1448,2016,9,12,0,37,264.78
CA-2016-151148,2016-09-12,Same Day,Home Office,West,FUR-CH-10002304,Furniture,Chairs,83.136,4,0.2,5.196,2016,9,12,0,37,20.784
CA-2016-113082,2016-09-12,Standard Class,Corporate,East,FUR-FU-10002813,Furniture,Furnishings,40.48,2,0.0,14.5728,2016,9,12,0,37,20.24
CA-2016-142902,2016-09-12,Second Class,Corporate,West,FUR-FU-10001918,Furniture,Furnishings,15.136,4,0.2,3.5948,2016,9,12,0,37,3.784
CA-2016-142902,2016-09-12,Second Class,Corporate,West,FUR-FU-10001756,Furniture,Furnishings,15.232,1,0.2,1.7136,2016,9,12,0,37,15.232
CA-2016-105732,2016-09-13,Standard Class,Consumer,Central,FUR-FU-10003664,Furniture,Furnishings,1336.44,14,0.0,387.5676,2016,9,13,1,37,95.46000000000001
CA-2016-116911,2016-09-15,Standard Class,Corporate,West,FUR-TA-10003473,Furniture,Tables,1128.39,3,0.0,259.5297,2016,9,15,3,37,376.13000000000005
CA-2016-123337,2016-09-16,Standard Class,Corporate,West,FUR-BO-10001918,Furniture,Bookcases,273.666,2,0.15,-12.8784,2016,9,16,4,37,136.833
CA-2016-162159,2016-09-16,First Class,Home Office,South,FUR-CH-10001146,Furniture,Chairs,121.78,2,0.0,30.445,2016,9,16,4,37,60.89
CA-2016-164091,2016-09-17,Standard Class,Corporate,East,FUR-FU-10004952,Furniture,Furnishings,109.48,2,0.0,33.9388,2016,9,17,5,37,54.74
US-2016-152415,2016-09-17,Standard Class,Consumer,East,FUR-FU-10004864,Furniture,Furnishings,191.82,3,0.0,61.3824,2016,9,17,5,37,63.94
US-2016-152415,2016-09-17,Standard Class,Consumer,East,FUR-FU-10002597,Furniture,Furnishings,14.82,3,0.0,6.2244,2016,9,17,5,37,4.94
CA-2016-159730,2016-09-17,Standard Class,Home Office,West,FUR-CH-10004875,Furniture,Chairs,113.888,2,0.2,9.9652,2016,9,17,5,37,56.944
CA-2016-145905,2016-09-18,Standard Class,Consumer,South,FUR-CH-10001854,Furniture,Chairs,350.98,1,0.0,84.2352,2016,9,18,6,37,350.98
CA-2016-157511,2016-09-18,First Class,Consumer,East,FUR-CH-10002647,Furniture,Chairs,99.372,2,0.3,-7.098,2016,9,18,6,37,49.686
CA-2016-157511,2016-09-18,First Class,Consumer,East,FUR-FU-10002107,Furniture,Furnishings,5.352,3,0.2,1.6056,2016,9,18,6,37,1.784
CA-2016-140928,2016-09-18,Standard Class,Corporate,South,FUR-TA-10001095,Furniture,Tables,383.438,4,0.45,-167.3184,2016,9,18,6,37,95.8595
CA-2016-120355,2016-09-18,Standard Class,Consumer,East,FUR-CH-10001394,Furniture,Chairs,631.782,2,0.1,140.396,2016,9,18,6,37,315.891
CA-2016-120355,2016-09-18,Standard Class,Consumer,East,FUR-FU-10004053,Furniture,Furnishings,60.72,3,0.0,26.1096,2016,9,18,6,37,20.24
CA-2016-133935,2016-09-18,Standard Class,Corporate,West,FUR-CH-10001215,Furniture,Chairs,801.568,2,0.2,50.098,2016,9,18,6,37,400.784
CA-2016-133935,2016-09-18,Standard Class,Corporate,West,FUR-CH-10002880,Furniture,Chairs,885.528,9,0.2,-99.6219,2016,9,18,6,37,98.392
CA-2016-120250,2016-09-19,First Class,Home Office,East,FUR-FU-10003424,Furniture,Furnishings,25.632,3,0.2,3.8448,2016,9,19,0,38,8.544
CA-2016-168354,2016-09-19,First Class,Home Office,East,FUR-CH-10004675,Furniture,Chairs,872.32,4,0.0,244.2496,2016,9,19,0,38,218.08
US-2016-156097,2016-09-19,Same Day,Home Office,Central,FUR-CH-10001215,Furniture,Chairs,701.372,2,0.3,-50.098,2016,9,19,0,38,350.686
CA-2016-166772,2016-09-20,Standard Class,Home Office,West,FUR-BO-10002853,Furniture,Bookcases,163.88,2,0.0,40.97,2016,9,20,1,38,81.94
CA-2016-134516,2016-09-20,Standard Class,Corporate,South,FUR-FU-10001546,Furniture,Furnishings,17.088,2,0.2,1.068,2016,9,20,1,38,8.544
CA-2016-134516,2016-09-20,Standard Class,Corporate,South,FUR-CH-10002880,Furniture,Chairs,98.392,1,0.2,-11.0691,2016,9,20,1,38,98.392
US-2016-155404,2016-09-22,Standard Class,Home Office,South,FUR-FU-10004586,Furniture,Furnishings,13.28,2,0.0,6.3744,2016,9,22,3,38,6.64
CA-2016-119641,2016-09-22,Standard Class,Corporate,Central,FUR-FU-10002445,Furniture,Furnishings,18.96,2,0.0,7.584,2016,9,22,3,38,9.48
CA-2016-125724,2016-09-22,Standard Class,Corporate,West,FUR-FU-10000246,Furniture,Furnishings,68.432,7,0.2,8.554,2016,9,22,3,38,9.776
CA-2016-159009,2016-09-23,Standard Class,Corporate,West,FUR-CH-10003396,Furniture,Chairs,184.752,3,0.2,-20.7846,2016,9,23,4,38,61.584
US-2016-129469,2016-09-23,Standard Class,Corporate,East,FUR-FU-10002298,Furniture,Furnishings,532.704,6,0.2,-26.6352,2016,9,23,4,38,88.78399999999999
CA-2016-149979,2016-09-23,Second Class,Consumer,South,FUR-CH-10002084,Furniture,Chairs,368.97,3,0.0,81.1734,2016,9,23,4,38,122.99000000000001
CA-2016-124016,2016-09-23,Second Class,Home Office,East,FUR-FU-10004963,Furniture,Furnishings,28.0,4,0.2,7.7,2016,9,23,4,38,7.0
CA-2016-154235,2016-09-24,Standard Class,Consumer,Central,FUR-FU-10004006,Furniture,Furnishings,127.95,3,0.0,21.7515,2016,9,24,5,38,42.65
US-2016-134488,2016-09-24,Standard Class,Consumer,East,FUR-CH-10003199,Furniture,Chairs,155.372,2,0.3,-13.3176,2016,9,24,5,38,77.686
CA-2016-108875,2016-09-24,Standard Class,Home Office,West,FUR-FU-10002671,Furniture,Furnishings,21.44,2,0.2,7.504,2016,9,24,5,38,10.72
US-2016-147340,2016-09-24,Same Day,Corporate,West,FUR-FU-10002501,Furniture,Furnishings,63.2,5,0.0,23.384,2016,9,24,5,38,12.64
CA-2016-100944,2016-09-24,Standard Class,Corporate,West,FUR-CH-10000988,Furniture,Chairs,563.24,5,0.2,56.324,2016,9,24,5,38,112.648
US-2016-125402,2016-09-25,Standard Class,Consumer,West,FUR-CH-10000665,Furniture,Chairs,483.136,4,0.2,60.392,2016,9,25,6,38,120.784
US-2016-122245,2016-09-25,Standard Class,Consumer,West,FUR-TA-10002356,Furniture,Tables,393.165,3,0.5,-204.4458,2016,9,25,6,38,131.055
CA-2016-148747,2016-09-25,First Class,Corporate,West,FUR-BO-10002613,Furniture,Bookcases,477.666,2,0.15,84.294,2016,9,25,6,38,238.833
US-2016-124163,2016-09-25,Standard Class,Corporate,Central,FUR-CH-10004218,Furniture,Chairs,201.96,2,0.0,50.49,2016,9,25,6,38,100.98
US-2016-124163,2016-09-25,Standard Class,Corporate,Central,FUR-FU-10000755,Furniture,Furnishings,68.64,11,0.0,17.16,2016,9,25,6,38,6.24
US-2016-157945,2016-09-26,Standard Class,Consumer,Central,FUR-CH-10002331,Furniture,Chairs,747.558,3,0.3,-96.1146,2016,9,26,0,39,249.186
CA-2016-143406,2016-09-26,Standard Class,Corporate,Central,FUR-CH-10000513,Furniture,Chairs,454.965,5,0.3,-136.4895,2016,9,26,0,39,90.993
US-2016-146794,2016-09-26,Standard Class,Corporate,West,FUR-BO-10004467,Furniture,Bookcases,424.9575,5,0.15,19.998,2016,9,26,0,39,84.9915
US-2016-110170,2016-09-27,Standard Class,Corporate,Central,FUR-BO-10000780,Furniture,Bookcases,956.6648,7,0.32,-225.0976,2016,9,27,1,39,136.6664
CA-2016-106243,2016-09-30,Standard Class,Consumer,East,FUR-BO-10003034,Furniture,Bookcases,523.92,5,0.2,-26.196,2016,9,30,4,39,104.78399999999999
CA-2016-155992,2016-10-01,First Class,Consumer,Central,FUR-FU-10003724,Furniture,Furnishings,41.85,5,0.0,10.881,2016,10,1,5,39,8.370000000000001
CA-2016-157686,2016-10-01,First Class,Consumer,West,FUR-CH-10001146,Furniture,Chairs,194.848,4,0.2,12.178,2016,10,1,5,39,48.712
CA-2016-139157,2016-10-01,Standard Class,Consumer,East,FUR-TA-10003238,Furniture,Tables,330.588,1,0.4,-115.7058,2016,10,1,5,39,330.588
CA-2016-144939,2016-10-03,Standard Class,Consumer,East,FUR-CH-10003199,Furniture,Chairs,599.292,6,0.1,93.2232,2016,10,3,0,40,99.882
CA-2016-103919,2016-10-03,Standard Class,Corporate,Central,FUR-FU-10001756,Furniture,Furnishings,38.08,5,0.6,-29.512,2016,10,3,0,40,7.616
CA-2016-101672,2016-10-03,Standard Class,Home Office,West,FUR-CH-10004063,Furniture,Chairs,915.136,4,0.2,102.9528,2016,10,3,0,40,228.784
CA-2016-131296,2016-10-04,Standard Class,Consumer,East,FUR-TA-10002622,Furniture,Tables,239.372,2,0.3,-23.9372,2016,10,4,1,40,119.686
CA-2016-145709,2016-10-04,Standard Class,Corporate,South,FUR-FU-10002885,Furniture,Furnishings,11.568,3,0.2,2.6028,2016,10,4,1,40,3.856
US-2016-126844,2016-10-08,Standard Class,Corporate,Central,FUR-FU-10004909,Furniture,Furnishings,51.712,8,0.6,-32.32,2016,10,8,5,40,6.464
CA-2016-114748,2016-10-09,Standard Class,Home Office,West,FUR-FU-10001488,Furniture,Furnishings,169.568,2,0.2,0.0,2016,10,9,6,40,84.784
US-2016-128909,2016-10-09,Second Class,Corporate,East,FUR-FU-10004071,Furniture,Furnishings,332.832,4,0.2,-24.9624,2016,10,9,6,40,83.208
CA-2016-126627,2016-10-10,First Class,Consumer,Central,FUR-FU-10004963,Furniture,Furnishings,14.0,4,0.6,-6.3,2016,10,10,0,41,3.5
CA-2016-157707,2016-10-10,First Class,Corporate,West,FUR-CH-10004853,Furniture,Chairs,120.784,1,0.2,13.5882,2016,10,10,0,41,120.784
CA-2016-157707,2016-10-10,First Class,Corporate,West,FUR-BO-10001567,Furniture,Bookcases,90.882,3,0.7,-190.8522,2016,10,10,0,41,30.294
CA-2016-145583,2016-10-13,Standard Class,Consumer,West,FUR-FU-10001706,Furniture,Furnishings,43.12,14,0.0,20.6976,2016,10,13,3,41,3.0799999999999996
CA-2016-154018,2016-10-13,Standard Class,Consumer,Central,FUR-FU-10003394,Furniture,Furnishings,139.92,5,0.6,-150.414,2016,10,13,3,41,27.983999999999998
US-2016-100839,2016-10-13,Standard Class,Corporate,West,FUR-TA-10004575,Furniture,Tables,727.45,5,0.5,-465.568,2016,10,13,3,41,145.49
US-2016-100839,2016-10-13,Standard Class,Corporate,West,FUR-FU-10001617,Furniture,Furnishings,24.96,3,0.2,4.368,2016,10,13,3,41,8.32
CA-2016-101161,2016-10-13,Standard Class,Corporate,East,FUR-FU-10003535,Furniture,Furnishings,82.26,3,0.0,33.7266,2016,10,13,3,41,27.42
CA-2016-156503,2016-10-14,Standard Class,Consumer,South,FUR-CH-10003606,Furniture,Chairs,102.592,1,0.2,10.2592,2016,10,14,4,41,102.592
CA-2016-132066,2016-10-16,Standard Class,Corporate,East,FUR-TA-10001539,Furniture,Tables,142.182,1,0.4,-37.9152,2016,10,16,6,41,142.182
CA-2016-163972,2016-10-17,Standard Class,Home Office,West,FUR-BO-10003894,Furniture,Bookcases,120.666,2,0.15,21.294,2016,10,17,0,42,60.333
CA-2016-152688,2016-10-17,First Class,Consumer,East,FUR-BO-10001337,Furniture,Bookcases,120.98,1,0.0,12.098,2016,10,17,0,42,120.98
US-2016-159856,2016-10-18,Standard Class,Consumer,West,FUR-CH-10003396,Furniture,Chairs,307.92,5,0.2,-34.641,2016,10,18,1,42,61.584
CA-2016-133697,2016-10-20,Second Class,Consumer,Central,FUR-CH-10002372,Furniture,Chairs,56.686,1,0.3,-14.5764,2016,10,20,3,42,56.686
CA-2016-139549,2016-10-20,Standard Class,Corporate,West,FUR-CH-10001802,Furniture,Chairs,387.136,4,0.2,4.8392,2016,10,20,3,42,96.784
CA-2016-105753,2016-10-20,Standard Class,Home Office,South,FUR-FU-10000246,Furniture,Furnishings,61.1,5,0.0,18.33,2016,10,20,3,42,12.22
CA-2016-125080,2016-10-21,Standard Class,Corporate,East,FUR-TA-10003238,Furniture,Tables,661.176,2,0.4,-231.4116,2016,10,21,4,42,330.588
CA-2016-161746,2016-10-21,Standard Class,Consumer,West,FUR-FU-10003731,Furniture,Furnishings,19.96,2,0.0,5.5888,2016,10,21,4,42,9.98
CA-2016-161746,2016-10-21,Standard Class,Consumer,West,FUR-CH-10004626,Furniture,Chairs,242.136,3,0.2,12.1068,2016,10,21,4,42,80.712
CA-2016-155516,2016-10-21,Same Day,Corporate,East,FUR-BO-10002545,Furniture,Bookcases,1043.92,4,0.0,271.4192,2016,10,21,4,42,260.98
CA-2016-136322,2016-10-21,Standard Class,Home Office,South,FUR-FU-10002878,Furniture,Furnishings,45.568,2,0.2,9.6832,2016,10,21,4,42,22.784
CA-2016-165148,2016-10-22,First Class,Home Office,Central,FUR-FU-10000732,Furniture,Furnishings,31.4,5,0.0,10.048,2016,10,22,5,42,6.279999999999999
CA-2016-169887,2016-10-22,Same Day,Consumer,West,FUR-FU-10003095,Furniture,Furnishings,101.94,3,0.0,30.582,2016,10,22,5,42,33.98
US-2016-116400,2016-10-22,First Class,Consumer,South,FUR-FU-10003731,Furniture,Furnishings,39.92,4,0.0,11.1776,2016,10,22,5,42,9.98
CA-2016-165484,2016-10-23,Standard Class,Corporate,Central,FUR-FU-10001196,Furniture,Furnishings,16.156,7,0.6,-12.117,2016,10,23,6,42,2.308
CA-2016-120873,2016-10-27,Second Class,Consumer,South,FUR-CH-10000847,Furniture,Chairs,290.98,1,0.0,75.6548,2016,10,27,3,43,290.98
CA-2016-116596,2016-10-27,Standard Class,Consumer,East,FUR-CH-10000553,Furniture,Chairs,427.644,14,0.1,80.7772,2016,10,27,3,43,30.546
CA-2016-152632,2016-10-27,Standard Class,Consumer,East,FUR-FU-10002671,Furniture,Furnishings,40.2,3,0.0,19.296,2016,10,27,3,43,13.4
CA-2016-144344,2016-10-28,Same Day,Consumer,South,FUR-FU-10003553,Furniture,Furnishings,165.048,3,0.2,41.262,2016,10,28,4,43,55.016
CA-2016-120369,2016-10-28,Same Day,Corporate,East,FUR-FU-10003806,Furniture,Furnishings,756.8,5,0.0,75.68,2016,10,28,4,43,151.35999999999999
CA-2016-144344,2016-10-28,Same Day,Consumer,South,FUR-FU-10000076,Furniture,Furnishings,47.952,3,0.2,13.7862,2016,10,28,4,43,15.984
CA-2016-142545,2016-10-28,Standard Class,Corporate,East,FUR-FU-10001861,Furniture,Furnishings,77.6,4,0.0,38.024,2016,10,28,4,43,19.4
CA-2016-144344,2016-10-28,Same Day,Consumer,South,FUR-FU-10003268,Furniture,Furnishings,63.968,2,0.2,0.0,2016,10,28,4,43,31.984
CA-2016-146682,2016-10-29,First Class,Consumer,Central,FUR-FU-10002671,Furniture,Furnishings,67.0,5,0.0,32.16,2016,10,29,5,43,13.4
CA-2016-140130,2016-10-31,Standard Class,Corporate,Central,FUR-CH-10002084,Furniture,Chairs,368.97,3,0.0,81.1734,2016,10,31,0,44,122.99000000000001
CA-2016-146913,2016-10-31,Standard Class,Corporate,West,FUR-CH-10001854,Furniture,Chairs,1403.92,5,0.2,70.196,2016,10,31,0,44,280.784
CA-2016-119165,2016-10-31,Standard Class,Consumer,East,FUR-CH-10000988,Furniture,Chairs,492.835,5,0.3,-14.081,2016,10,31,0,44,98.567
